,NPM,Judul,Abstrak,Prodi,Label,judul_tokens,abstrak_tokens
134,50411100616,berhitung mudah dengan jarimatika berbasis multimedia,keterampilan berhitung adalah salah satu ketrampilan dasar yang perlu dikuasai oleh anak begitu pentingnya ketrampilan berhitung ini sehingga orang tua secara sadar maupun tidak seringkali â x x memaksaâ x x anak untuk segera menguasai berhitung dengan baik begitu bersemangatnya orang tua dalam mendorong anak agar pandai berhitung acap kali kemudian menjadi kurang proporsional orang tua mulai panik kalau anaknya dinilainya terlambat menguasai ketrampilan berhitung apalagi bila orang tua melihat anak anak yang sebaya sudah banyak yang menguasai ketrampilan berhitung dengan baik kepanikan bisa berkembang menjadi kejengkelan kemarahan dan sebagainya jarimatika merupakan salah satu cara melakukan operasi hitung jika kita melakukan latihan berhitung secara berulang ulang bersamadengan anak anak tidak perlu kuatir anak pasti menguasai ketrampilan ini dengan baik karena jarimatika memiliki beberapa kelebihan yaitu jarimatika memberikan visualisasi proses berhitung yang membuat anak mudah melakukannya gerakan jari jari tangan akan menarik minat anak jarimatika relatif tidak memberatkan memori otak saat digunakan alatnya tidak perlu dibeli tidak akan pernah ketinggalan atau terlupa dimana menyimpannyasebagai hasil uji coba aplikasi ini penulis melakukan kuisioner dan hasilnya adalah dari siswa di lingkungan sdn mlajah bangkalan kemampuan berhitungnya bertambah baik di bandingkan dengan sebelum menggunakan aplikasi jarimatika,Teknik Informatika,komputasi,"['berhitung', 'mudah', 'jarimatika', 'berbasis', 'multimedia']",terampil hitung salah ketrampilan dasar asai anak ketrampilan hitung orang tua sadar seringkali x x paksa x x anak kuasa hitung semangat orang tua dorong anak pandai hitung acap kali proporsional orang tua panik anak nila lambat kuasa ketrampilan hitung orang tua anak anak baya kuasa ketrampilan hitung panik kembang jengkel marah jarimatika salah operasi hitung latih hitung ulang ulang bersamadengan anak anak kuatir anak kuasa ketrampilan jarimatika milik lebih jarimatika visualisasi proses hitung anak mudah laku gera jari jari tangan tarik minat anak jarimatika relatif berat memori otak alat beli tinggal lupa mana menyimpannyasebagai hasil uji coba aplikasi tulis kuisioner hasil siswa lingkung sdn mlajah bangkal mampu hitung tambah banding aplikasi jarimatika
135,80411100045,rancang bangun aplikasi scm disertai peramalan bahan produksi menggunakan metode radial basis function network,kebutuhan bahan garam oleh pt elitestar primajaya adalah hal yang utama karena selama ini perusahaan hanya mengandalkan inventori atau stok gudang untuk memenuhi kebutuhan produksinya maka dibuatlah aplikasi berupa sms gateway untuk memberi informasi kebutuhan produksi garam ke petani untuk itu dengan adanya sms gateway ke petani garam atau pemasok diharapkan mampu meningkatkan kebutuhan garam yang masuk untuk penjualannya perusahaan tetap menggunakan sms gateway untuk memberikan info mengenai ketersediaannya garam jadi ke pelanggan sms ke pemasok disertai dengan peramalan metode peramalan yang digunakan adalah metode radial basis function rbf dengan penentuan hidden node menggunakan k means cluster metode ini merupakan salah satu metode pembelajaran baru dari jaringan syaraf tiruan yang memiliki tingkat akurasi yang baik dibandingkan dengan metode konvensional lainnya hal ini yang akan mempengaruhi performa dari desain yang dibuat dan dengan pemanfaatan metode ini didapat keakuratan berdasarkan nilai mape mean absolute percentage error dan mse mean square error sedangkan metode k means digunakan karena ketepatan penentuan nilai centroid yang akurat mudah dan penentuannya awalnya secara random dari hasil pengujian sistem menghasilkan cluster dengan nilai mape dan mse dan hasil peramalan periode berikutnya sebesar ton,Teknik Informatika,komputasi,"['rancang', 'bangun', 'aplikasi', 'scm', 'disertai', 'peramalan', 'bahan', 'produksi', 'metode', 'radial', 'basis', 'function', 'network']",butuh bahan garam pt elitestar primajaya utama usaha andal inventori stok gudang penuh butuh produksi buat aplikasi sms gateway informasi butuh produksi garam tani sms gateway tani garam pasok harap tingkat butuh garam masuk jual usaha sms gateway info sedia garam langgan sms pasok serta amal metode amal metode radial basis function rbf tentu hidden node k means cluster metode salah metode ajar jaring syaraf tiru milik tingkat akurasi banding metode konvensional pengaruh performa desain manfaat metode akurat dasar nilai mape mean absolute percentage error mse mean square error metode k means tepat tentu nilai centroid akurat mudah tentu random hasil uji sistem hasil cluster nilai mape mse hasil amal periode ton
136,80411100112,rancang bangun sistem pemilihan supplier menggunakan metode fuzzy data envelopment analysis f dea,memberikan pelaya terbaik merupakan hasil akhir yang dapat mengukur tingkat keberhasilan suatu perusahaan distribusi memiliki peran penting mendukung keberhasilan perusahaan untuk menghasilkan performansi terbaik pemilihan supplier dengan mengukur performansi supplier adalah hal penting yang harus dilakukan oleh perusahaan untuk mengoptimalkan biaya dan waktu produksi penelitian ini dilakukan pada pt pal indonesia dengan mengambil objek kapal patroli cepat kpc permasalahan dalam penelitian ini adalah akan ditentukan supplier terbaik berdasarkan banyak kriteria metode fuzzy digunakan untuk melakukan penilaian terhadap kriteria yang dimiliki supplier sedangkan untuk penilaian efisiensi digunakan metode data envelopment analysis dea fuzzy â x x data envelopment analysis merupakan pengembangan dari metode dea standar dari hasil pengolahan dan analisa data disimpulkan bahwa supplier yang efisien menurut kriteria untuk copper pipe adalah myeong s untuk elektroda adalah pt thermadine supplier untuk kayu adalah pt gotong royong dan supplier untuk kabel adalah js cable,Teknik Informatika,komputasi,"['rancang', 'bangun', 'sistem', 'pemilihan', 'supplier', 'metode', 'fuzzy', 'data', 'envelopment', 'analysis', 'f', 'dea']",pelaya baik hasil ukur tingkat hasil usaha distribusi milik peran dukung hasil usaha hasil performansi baik pilih supplier ukur performansi supplier usaha optimal biaya produksi teliti pt pal indonesia ambil objek kapal patroli cepat kpc masalah teliti tentu supplier baik dasar kriteria metode fuzzy nilai kriteria milik supplier nilai efisiensi metode data envelopment analysis dea fuzzy x x data envelopment analysis kembang metode dea standar hasil olah analisa data simpul supplier efisien kriteria copper pipe myeong elektroda pt thermadine supplier kayu pt gotong royong supplier kabel js cable
137,80411100118,pemetaan kesesuaian lahan untuk budidaya tanaman pangan menggunakan naive bayes berbasis gis,ketaha pangan nasional diartikan sebagai kemampuan negara untuk memenuhi kecukupan pangan seluruh penduduknya oleh karena itu upaya peningkatan ketaha pangan merupakan salah satu program pokok dengan prioritas pencapaian produksi untuk memenuhi kebutuhan nasional kesesuaian lahan untuk tanaman pertanian pada dasarnya merupakan pencermi kesesuaian kondisi fisik lahan terhadap penggunaan yang bersangkutan diketahui data kesesuaian lahan dan data produksi serta produktivitas pertanian daerah dapat menemukenali keselarasan antara kondisi lahan dengan kemampuan berproduksinya dalam hal ini maka dibuatkanlah sistem pendukung keputusan spk untuk mendapatkan tanaman yang sesuai dengan keadaan lahan setiap daerah spk ini menggunakan naãve bayes hasil dari tiap tiap lahan tersebut akan melalui proses naãve bayes yang sebelumnya melalui proses pembelajaran terlebih dahulu sebelum program dapat digunakan untuk melakukan klasifikasi melalui pengujian dan perbandingan data hasil menghasilkan prosentase keakuratan yaitu dari data yang diprediksi terdapat kesamaan nama tanaman oleh sistem kemudian dari proses dapat diidentifikasi lokasi lahan yang kemudian dapat direpresentasikan menjadi geografic information system yang mengambil peta dari google maps,Teknik Informatika,komputasi,"['pemetaan', 'kesesuaian', 'lahan', 'budidaya', 'tanaman', 'pangan', 'naive', 'bayes', 'berbasis', 'gis']",ketaha pangan nasional arti mampu negara penuh cukup pangan duduk upaya tingkat ketaha pangan salah program pokok prioritas capai produksi penuh butuh nasional sesuai lahan tanam tani dasar pencermi sesuai kondisi fisik lahan guna sangkut data sesuai lahan data produksi produktivitas tani daerah menemukenali selaras kondisi lahan mampu produksi buat sistem dukung putus spk tanam sesuai lahan daerah spk na ve bayes hasil lahan proses na ve bayes proses ajar program klasifikasi uji banding data hasil hasil prosentase akurat data prediksi sama nama tanam sistem proses identifikasi lokasi lahan representasi geografic information system ambil peta google maps
138,60411100826,pengenalan komponen motor otomotif berbasis role playing game rpg dengan algoritma simple rules,dalam tugas akhir ini penulis menerapkan konsep game edukasi berbasis rpg atau role playing game dengan tema pengenalan komponen motor otomotif berbasis rpg dengan algoritma simple rules game ini dirancang khusus dengan tujuan utama penyampaian materi edukasi yang disajikan dalam bentuk skenario game petualangan game ini ditujukan untuk siswa sekolah menengah kejuruan teknik otomotif kelas x dengan harapan game ini bisa menjadi alternatif media pembelajaran bagi siswa sehingga siswa dapat tertarik dan lebih mudah untuk memahami penulis menggunakan software untuk mendesain game yang bernama game maker dengan engine ini game dapat dimainkan pada perangkat komputer hasil kuesioner yang diambil dari persentase responden terbanyak ternyata mendapat respon yang cukup baik dengan persentase tingkat kesulitan bermain sebanyak mengatakan mudah tingkat keberhasilan menjadi media pembelajaran sebanyak mengatakan berhasil tingkat kesukaan bermain pada game sebanyak mengatakan suka keberhasilan penyampaian materi ajar pada game sebanyak mengatakan berhasil tingkat efektifitas fitur game dalam membantu memainkan game sebanyak mengatakan membantu pengaruh game dalam memotivasi belajar komponen motor otomotif sebanyak mengatakan termotivasi jadi dapat dikatakan game ini sudah berhasil,Teknik Informatika,komputasi,"['pengenalan', 'komponen', 'motor', 'otomotif', 'berbasis', 'role', 'playing', 'game', 'rpg', 'algoritma', 'simple', 'rules']",tugas tulis terap konsep game edukasi bas rpg role playing game tema kenal komponen motor otomotif bas rpg algoritma simple rules game rancang khusus tuju utama sampai materi edukasi saji bentuk skenario game tualang game siswa sekolah tengah juru teknik otomotif kelas x harap game alternatif media ajar siswa siswa tarik mudah paham tulis software desain game nama game maker engine game main perangkat komputer hasil kuesioner ambil persentase responden respon persentase tingkat sulit main mudah tingkat hasil media ajar hasil tingkat suka main game suka hasil sampai materi ajar game hasil tingkat efektifitas fitur game bantu main game bantu pengaruh game motivasi ajar komponen motor otomotif motivasi game hasil
139,80411100111,analisis dampak penerapan metode diskretisasi data terhadap performa diagnosis penyakit liver berbasis k nearest neighbor,akurasi adalah faktor terpenting yang harus dipertimbangkan dalam memilih metode klasifikasi data semakin tinggi akurasi suatu metode klasifikasi data semakin layak metode tersebut diterapkan pada kasus diagnosis penyakit liver metode k nearest neighbor knn menunjukkan akurasi yang tinggi di sisi lain beberapa penelitian menunjukkan bahwa penerapan diskretisasi berbasis entropy sebagai metode preprocessing mampu meningkatkan akurasi klasifikasi data kareya dibangun sebuah hipotesis bahwa penerapan diskretisasi berbasis entropy juga mampu meningkatkan akurasi klasifikasi data pada kasus diagnosis penyakit liver dalam penelitian ini diskretisasi berbasis entropy diterapkan sebagai metode preprocessing sedangkan knn digunakan sebagai metode klasifikasi klasifikasi dilakukan terhadap data set awal dan data set yang telah melalui proses diskretisasi berbasis entropy kemudian akurasi yang dihasilkan oleh klasifikasi terhadap data set awal dibandingkan dengan akurasi yang dihasilkan oleh klasifikasi terhadap data set terdiskretisasi dari seluruh skenario uji coba yang telah dilakukan terlihat bahwa akurasi klasifikasi pada data set terdiskretisasi lebih tinggi daripada akurasi klasifikasi pada data set awal hal ini terjadi pada seluruh nilai k yang diuji oleh karena itu disimpulkan bahwa penerapan diskretisasi berbasis entropy dapat meningkatkan akurasi diagnosis penyakit liver berbasis knn peningkatan akurasi yang diperoleh berkisar antara hingga ,Teknik Informatika,komputasi,"['analisis', 'dampak', 'penerapan', 'metode', 'diskretisasi', 'data', 'performa', 'diagnosis', 'penyakit', 'liver', 'berbasis', 'k', 'nearest', 'neighbor']",akurasi faktor penting timbang pilih metode klasifikasi data akurasi metode klasifikasi data layak metode terap diagnosis sakit liver metode k nearest neighbor knn akurasi sisi teliti terap diskretisasi bas entropy metode preprocessing tingkat akurasi klasifikasi data kareya bangun hipotesis terap diskretisasi bas entropy tingkat akurasi klasifikasi data diagnosis sakit liver teliti diskretisasi bas entropy terap metode preprocessing knn metode klasifikasi klasifikasi data set data set proses diskretisasi bas entropy akurasi hasil klasifikasi data set banding akurasi hasil klasifikasi data set terdiskretisasi skenario uji coba akurasi klasifikasi data set terdiskretisasi akurasi klasifikasi data set nilai k uji simpul terap diskretisasi bas entropy tingkat akurasi diagnosis sakit liver bas knn tingkat akurasi oleh kisar
140,60411100761,desain sistem e voting pemilihan rektor menggunakan blind signature,pemilihan rektor merupakan agenda rutin yang dilaksanakan lima tahun sekali oleh universitas trunojoyo untuk menentukan rektor periode berikutnya pemilihan rektor saat ini masih dilakukan dengan cara manual kendala yang dihadapi adalah terjadinya kecurangan dan tidak efisien pada penelitian ini dirancang protokol dan simulasi sistem e voting pada pemilihan rektor fungsi fungsi pada sistem ini disesuaikan dengan skema e voting yang harus memenuhi beberapa kriteria yaitu eligibility unreusability anonymity accuracy fairness vote and go dan public verifiability protokol ini akan digunakan untuk sistem pendaftaran pemilih validasi pemilih sistem pemilihan dan sistem perhitungan suara untuk menjaga kerahasiaan pilihan pemilih sistem e voting ini menggunakan algoritma blind signature hasil dari penelitian ini adalah sebuah sistem e voting berbasis web yang menggunakan otentikasi finger print untuk mencegah terjadinya pemilihan kolektif hasil penelitian ini berdasarkan kusioner kepuasan pengguna yang disebar kepada responden dapat disimpulkan baik dan menunjukkan bahwa e voting dapat mempercepat proses perhitungan suara dan meminimalisir kesalahan perhitungan yang dapat terjadi jika dilakukan secara manual oleh manusia kata kunci e voting fingerprint web pemilihan umum blind signature,Teknik Informatika,komputasi,"['desain', 'sistem', 'e', 'voting', 'pemilihan', 'rektor', 'blind', 'signature']",pilih rektor agenda rutin laksana universitas trunojoyo tentu rektor periode pilih rektor manual kendala hadap curang efisien teliti rancang protokol simulasi sistem e voting pilih rektor fungsi fungsi sistem sesuai skema e voting penuh kriteria eligibility unreusability anonymity accuracy fairness vote go public verifiability protokol sistem daftar pilih validasi pilih sistem pilih sistem hitung suara jaga rahasia pilih pilih sistem e voting algoritma blind signature hasil teliti sistem e voting bas web otentikasi finger print cegah pilih kolektif hasil teliti dasar kusioner puas guna sebar responden simpul e voting cepat proses hitung suara meminimalisir salah hitung manual manusia kunci e voting fingerprint web pilih blind signature
141,60411100773,simulasi lampu lalu lintas pada sebuah persimpangan jalan dengan memanfaatkan citra cctv menggunakan gabor filter dan fuzzy logic,kemacetan lalu lintas merupakan masalah yang hampir terjadi diseluruh negara muncul masalah baru dalam penentuan lama nyala lampu lalu lintas cctv merupakan peralatan monitoring yang cukup popular akhir akhir ini akan tetapi kegunaan cctv sebatas monitoring secara manual tidak ada proses otomatisasi pengaturan lalu lintas berdasarkan gambar yang dihasilkan cctv dibutuhkan sistem yang memanfaatkan gambar yang diambil menggunakan cctv pada persimpangan jalan untuk mengatur lalu lintas dalam proses pengenalan obyek pada citra cctv terdapat tahap utama dalam simulasi lalu lintas yaitu identifikasi keadaan jalan dengan metode gabor filter untuk mengetahui kepadatan jalan dilanjutkan dengan penentuan cycle time menggunakan metode mamdani dengan variabel fuzzy keadaan jalan waktu dan hari pada uji coba skenario dengan variabel waktu pukul variabel hari senin dan variabel keadaan jalan dengan dengan cycle time pendek menghasilkan nyala lampu detik artinya tingkat keramaian pada mencapai pada uji coba skenario menggunakan variabel waktu pukul variabel hari selasa dan variabel keadaan jalan dengan cycle time pendek menghasilkan nyala lampu detik artinya tingkat keramaian mencapai ,Teknik Informatika,komputasi,"['simulasi', 'lampu', 'lintas', 'persimpangan', 'jalan', 'memanfaatkan', 'citra', 'cctv', 'gabor', 'filter', 'fuzzy', 'logic']",macet lintas seluruh negara muncul tentu nyala lampu lintas cctv alat monitoring popular guna cctv batas monitoring manual proses otomatisasi atur lintas dasar gambar hasil cctv butuh sistem manfaat gambar ambil cctv simpang jalan atur lintas proses kenal obyek citra cctv tahap utama simulasi lintas identifikasi jalan metode gabor filter padat jalan lanjut tentu cycle time metode mamdani variabel fuzzy jalan uji coba skenario variabel variabel senin variabel jalan cycle time pendek hasil nyala lampu detik tingkat ramai capai uji coba skenario variabel variabel selasa variabel jalan cycle time pendek hasil nyala lampu detik tingkat ramai capai
142,70411100169,implementasi jena dan sparql untuk optimalisasi pencarian pada semantik web,search engine saat ini menggunakan mekanisme temu balik informasi dengan hasil yang belum optimal dikarenakan proses pencarian dilakukan dengan mencocokkan query dengan kata pada konten serta pembobotan tanpa memperhitungkan relasinya juga proses pencarian klasik memakai acuan dokumen hypertext yang tidak terstruktur dan masih berupa bahasa alami beberapa permasalahan tersebut menyebabkan proses pencarian tidak akurat sesuai dengan kata kunci yang dimasukkan untuk menjawab permasalahan tersebut telah dikembangkan sebuah sistem yang disebut web semantik pada mekanisme web semantik proses pencariannya menggunakan dokumen yang sudah terstruktur dan memiliki kemampuan untuk memberikan pengetahuan kepada mesin yaitu resource description framework rdf pada penelitian ini telah dibuat sebuah prototype mesin pencari berbasis web semantik teknologi web semantik yang digunakan pada penelitian ini berfokus pada pembuatan dokumen rdf untuk mendeskripsikan metadata menjadi sebuah resource yang memiliki susu semantik subjek predikat objek dan menggunakan sparql yang mengambil modul arq pada jena library untuk mekanisme pencariannya penelitian ini telah menghasilkan dokumen rdf dari domain detikinet com sebagai sumber pencarian yang valid sesuai struktur rdf dan standarisasi dokumen rdf dari w c juga menghasilkan prototype mesin pencari dengan optimalisasi jena dan sparql yang menghasilkan nilai rata rata precission recall f measure ,Teknik Informatika,komputasi,"['implementasi', 'jena', 'sparql', 'optimalisasi', 'pencarian', 'semantik', 'web']",search engine mekanisme temu informasi hasil optimal proses cari cocok query konten bobot hitung relasi proses cari klasik pakai acu dokumen hypertext struktur bahasa alami masalah sebab proses cari akurat sesuai kunci masuk masalah kembang sistem web semantik mekanisme web semantik proses cari dokumen struktur milik mampu tahu mesin resource description framework rdf teliti prototype mesin cari bas web semantik teknologi web semantik teliti fokus buat dokumen rdf deskripsi metadata resource milik susu semantik subjek predikat objek sparql ambil modul arq jena library mekanisme cari teliti hasil dokumen rdf domain detikinet com sumber cari valid sesuai struktur rdf standar dokumen rdf w c hasil prototype mesin cari optimalisasi jena sparql hasil nilai precission recall f measure
143,60411100792,sistem pendukung keputusan rekomendasi jurusan dengan menggunakan metode ahp dan saw,beragam jurusan yang ada pada smkn buduran sidoarjo yaitu jasa boga busana butik akomodasi perhotelan serta kecantikan rambut seringkali membuat kesulitan calon siswa untuk memilih jurusan yang sesuai dengan bakat minatnya akibatnya tidak sedikit dari mereka yang kurang mampu mengikuti pelajaran sedangkan kriteria yang dibutuhkan antara lain penampilan komunikasi pengetahuan umum dan bakat minat sehingga dibutuhkan suatu sistem pendukung keputusan yang mampu menghitung perhitungan nilai kemampuan serta minat yang dimiliki siswa untuk membantu menentukan jurusan yang tepat penelitian ini mengimplementasikan metode analytical hierarchy process ahp dan simple additive weighting saw metode ahp dapat menyelesaikan keputusan yang kompleks dengan struktur alternatif ke dalam kerangka hierarki hierarki didefinisikan sebagai suatu representasi dari sebuah permasalahan yang komplekdalam suatu struktur multi level dimana level pertama adalah tujuan goal yang diikuti level faktor kriteria atributes subkriteria sub atributes dan alternatif sedangkan metode saw dikenal dengan metode penjumlahan terbobot konsep dasar metode saw adalah mencari penjumlahan terbobot dari rating kinerja pada setiap alternatifpada semua atribut sistem ini dapat membantu calon peserta didik dalam merekomendasikan jurusan yang sesuai dengan kemampuan dan minat siswa dengan tingkat kesesuaian kata kunci sistem pendukung keputusan ahp saw rekomendasi jurusan,Teknik Informatika,komputasi,"['sistem', 'pendukung', 'keputusan', 'rekomendasi', 'jurusan', 'metode', 'ahp', 'saw']",agam jurus smkn budur sidoarjo jasa boga busana butik akomodasi hotel cantik rambut seringkali sulit calon siswa pilih jurus sesuai bakat minat akibat ikut ajar kriteria butuh tampil komunikasi tahu bakat minat butuh sistem dukung putus hitung hitung nilai mampu minat milik siswa bantu tentu jurus teliti implementasi metode analytical hierarchy process ahp simple additive weighting saw metode ahp selesai putus kompleks struktur alternatif kerangka hierarki hierarki definisi representasi masalah komplekdalam struktur multi level mana level tuju goal ikut level faktor kriteria atributes subkriteria sub atributes alternatif metode saw kenal metode jumlah bobot konsep dasar metode saw cari jumlah bobot rating kerja alternatifpada atribut sistem bantu calon serta didik rekomendasi jurus sesuai mampu minat siswa tingkat sesuai kunci sistem dukung putus ahp saw rekomendasi jurus
144,80411100050,pengenalan wajah menggunakan ekstraksi fitur diagonal principal component analysis diapca,pada umumnya kemajuan teknologi untuk mendeteksi wajah bukanlah hal yang baru lagi pengenalan wajah merupakan bagian dari pattern recognition salah satu bentuk penerapan pengenalan wajah ini yaitu membedakan wajah antar satu orang dengan yang lain pada penelitian ini akan dibuat sistem pengenalan wajah menggunakan ekstraksi fitur diagonal principal component analysis diapca untuk menentukan karakteristik dari wajah setelah itu dilakukan pengukuran kemiripan antara data pelatihan training dan data uji coba testing menggunakan metode klasifikasi euclidean distance melalui proses citra wajah ini dapat diketahui identitas dari seseorang alasan menggunakan ekstraksi fitur diapca pada tugas akhir ini karena diapca mengubah citra wajah asli menjadi citra wajah diagonal dengan memadukan informasi dari baris dan kolom pada citra asli untuk menemukan beberapa blok yang berguna atau struktur informasi yang diakui oleh citra asli misalnya struktur daerah mata hidung dan lain lain dari ujicoba aplikasi menggunakan klasifikasi euclidean distance diperoleh akurasi pengenalan terbaik pada basis data orl yale dan bern masing masing dan ketiganya berada pada skenario terurut d kata kunci diagonal principal component analysis diapca pengenalan wajah euclidean distance,Teknik Informatika,komputasi,"['pengenalan', 'wajah', 'ekstraksi', 'fitur', 'diagonal', 'principal', 'component', 'analysis', 'diapca']",maju teknologi deteksi wajah kenal wajah pattern recognition salah bentuk terap kenal wajah beda wajah orang teliti sistem kenal wajah ekstraksi fitur diagonal principal component analysis diapca tentu karakteristik wajah ukur mirip data latih training data uji coba testing metode klasifikasi euclidean distance proses citra wajah identitas alas ekstraksi fitur diapca tugas diapca ubah citra wajah asli citra wajah diagonal madu informasi baris kolom citra asli temu blok guna struktur informasi aku citra asli struktur daerah mata hidung ujicoba aplikasi klasifikasi euclidean distance oleh akurasi kenal baik basis data orl yale bern tiga skenario urut kunci diagonal principal component analysis diapca kenal wajah euclidean distance
145,60411100862,implementasi algoritma enkripsi aes untuk aplikasi sms berbasis sistem operasi google android,pengiriman informasi short message service sms merupakan sesuatu hal yang di butuhkan pada masa modern laya sms memiliki kerenta dalam keama data kelemahan laya sms salah satunya disebabkan pada pengguna standard pengkodingan yang universal sms dibangun dengan sistem bahasa program yang sejenis dengan bahasa program hardware seperti komputer dan ponsel dapat menerjemahkan semua data dalam frekuensi tertentu yang terbuka untuk menjamin keama dan kerahasiaan informasi saat pengiriman dilakukan proses enkripsi dan dekripsi terhadap informasi yang akan dikirimkan enkripsi dilakukan pada saat pengiriman dengan cara mengkonversi informasi asli menjadi informasi sementara sedangkan dekripsi dilakukan pada saat penerimaan dengan cara mengkonversi informasi sementara menjadi informasi asli jadi informasi yang dikirimkan selama proses pengiriman adalah data informasi sementara sehingga informasi asli tidak dapat diketahui oleh pihak yang tidak berkepentingan informasi asli hanya dapat diketahui oleh penerima dengan menggunakan kunci rahasia dari sample hasil pengujian sistem di peroleh akurasi menggunakan plaintext dan key valid bit menghasilkan output chipertext dan plaintext yang sama menggunakan plaintext dan key tidak valid menghasilkan output chipertext dan plaintext yang berbeda dengan menggunakan metode advanced encryption standard,Teknik Informatika,RPL,"['implementasi', 'algoritma', 'enkripsi', 'aes', 'aplikasi', 'sms', 'berbasis', 'sistem', 'operasi', 'google', 'android']",kirim informasi short message service sms butuh modern laya sms milik renta ama data lemah laya sms salah satu sebab guna standard pengkodingan universal sms bangun sistem bahasa program jenis bahasa program hardware komputer ponsel terjemah data frekuensi buka jamin ama rahasia informasi kirim proses enkripsi dekripsi informasi kirim enkripsi kirim konversi informasi asli informasi dekripsi terima konversi informasi informasi asli informasi kirim proses kirim data informasi informasi asli penting informasi asli terima kunci rahasia sample hasil uji sistem oleh akurasi plaintext key valid bit hasil output chipertext plaintext plaintext key valid hasil output chipertext plaintext beda metode advanced encryption standard
146,60411100756,pemanfaatan sistem informasi geografis untuk memprediksi laju erosilahan pada daerah aliransungai dengan metodeusle,erosi tanah merupakan kejadian alami yang ada dibumi ini akan tetapi karena pengaruh manusia kejadian erosi menjadi lebih besar dari keadaan alaminya erosi merupakan salah satu penyebab kerusakan tanah terbesar di indonesia erosi dapat megakibatkan longsor penuru kesuburan tanah sedimentasi dan sebagainya melihat kondisi yang demikian diperlukan suatu teknologi yang bisa digunakan untuk memprediksi daerah yang rentan terhadap bahaya erosi dengan memanfaatkan sistem informasi geografis sig dan menggunakan metode universal soil loss equation usle dapat digunakan untuk memprediksi besarnya erosi tanah yang terjadi dengan beberapa variabel yang digunakan dalam metode ini adalah erosivitas hujan erosibilitas tanah panjang dan kemiringan lereng pengelolaan tanaman dan konservasi tanah dari penelitian ini akan didapatkan sebuah peta yang menunjukkan adanya erosi tanah di daerah aliran sungai das bengawan solo yang berbasis sistem informasi geografis dan digunakan sebagai alat untuk mengetahui dan memonitor daerah yang rentan terhadap erosi sehingga dapat dimanfaatkan untuk pengendalian serta peggulangan erosi tanah didaerah aliran sungai tersebut,Teknik Informatika,komputasi,"['pemanfaatan', 'sistem', 'informasi', 'geografis', 'memprediksi', 'laju', 'erosilahan', 'daerah', 'aliransungai', 'metodeusle']",erosi tanah jadi alami bumi pengaruh manusia jadi erosi alami erosi salah sebab rusa tanah besar indonesia erosi megakibatkan longsor penuru subur tanah sedimentasi kondisi teknologi prediksi daerah rentan bahaya erosi manfaat sistem informasi geografis sig metode universal soil loss equation usle prediksi besar erosi tanah variabel metode erosivitas hujan erosibilitas tanah miring lereng kelola tanam konservasi tanah teliti dapat peta erosi tanah daerah alir sungai das bengawan solo bas sistem informasi geografis alat monitor daerah rentan erosi manfaat kendali peggulangan erosi tanah daerah alir sungai
147,60411100754,sistem peramalan jumlah balita gizi buruk menggunakan metode backpropagation with error modification,sistem pendataan mengenai balita penderita gizi buruk di dinas kesehatan bangkalan masih dilakukan secara manual dan belum dapat memprediksi berapa jumlah balita penderita gizi buruk pada masa yang akan datang di dinas tersebut dibutuhkan suatu sistem peramalan yang mampu memprediksi jumlah balita penderita gizi buruk agar dapat dilakukan antisipasi dan mengambil keputusan dengan lebih efektif dan efisien untuk meggulangi kasus tersebut untuk membangun sistem peramalan tersebut digunakan metode backpropagation pada metode backpropagation untuk mendapatkan nilai error yang kecil dibutuhkan proses pelatihan bobot yang cukup lama dan kurang efisien terhadap waktu untuk mengatasi hal tersebut maka dikembangkanlah metode backpropagation with error modification perhitungan nilai error dimodifikasi dengan memberikan sedikit fungsi baru metode backpropagation menghasilkan mse dengan parameter hidden layer sebanyak iterasi sebanyak momentum dengan nilai learning rate dengan nilai dan toleransi error sedangkan metode backpropagation with error modification menghasilkan mse dengan parameter hidden layer sebanyak iterasi sebanyak momentum dengan nilai learning rate dengan nilai dan toleransi error berdasar pada hasil mse kedua metode tersebut metode backpropagation with error modification menunjukkan performa yang lebih baik dibanding metode backpropagation sebelumnya,Teknik Informatika,komputasi,"['sistem', 'peramalan', 'balita', 'gizi', 'buruk', 'metode', 'backpropagation', 'error', 'modification']",sistem data balita derita gizi buruk dinas sehat bangkal manual prediksi balita derita gizi buruk dinas butuh sistem amal prediksi balita derita gizi buruk antisipasi ambil putus efektif efisien meggulangi bangun sistem amal metode backpropagation metode backpropagation nilai error butuh proses latih bobot efisien atas kembang metode backpropagation error modification hitung nilai error modifikasi fungsi metode backpropagation hasil mse parameter hidden layer iterasi momentum nilai learning rate nilai toleransi error metode backpropagation error modification hasil mse parameter hidden layer iterasi momentum nilai learning rate nilai toleransi error dasar hasil mse metode metode backpropagation error modification performa banding metode backpropagation
