NPM,Judul,Abstrak,Prodi,Label
120411200119,Penerapan Metode Fuzzy Item Response Theory Pada E-Learning Computerized Adaptive Test (CAT),"Saat ini e-Learning sudah banyak diterima oleh  masyarakat dunia, terbukti dengan maraknya implementasi e-Learning di lembaga pendidikan maupun industri. E-Learning merupakan suatu jenis sistem pembelajaran yang memungkinkan sampainya bahan ajar ke siswa dengan menggunakan media internet, atau media jaringan komputer lain. Tes adaptif merupakan sistem ujian otomatis yang dilakukan secara adaptif, menyesuaikan tingkat kesulitan soal dengan kemampuan masing-masing peserta ujian. Soal yang diberikan tergantung dari jawaban soal sebelumnya: benar atau salah. Dan hasilnya adalah level atau tingkat kemampuan peserta ujian. Salah satu metode yang digunakan dalam tes adaptif yaitu model Fuzzy Item Response Theory (FIRT) yang diimplementasikan dalam pembuatan aplikasi tes adaptif untuk lingkungan pendidikan. Berdasarkan hasil eksperimen, dapat disimpulkan bahwa Adaptive Test yang dikembangkan dengan menerapkan Fuzzy Item Response Theory mampu menempatkan siswa pada tingkat kemampuan yang sesuai dengan kemampuannya, nilai siswa lebih meningkat dengan menggunakan Adaptive Test dibandingkan dengan Konvensional Test hal tersebut dibuktikan dengan uji coba yang telah dilakukan dengan melihat hasil dari rata-rata nilai tiap siswa. Nilai siswa yang menggunakan Adaptive Test hasilnya lebih meningkat dibandingkan dengan nilai siswa yang menggunakan Konvensional Test. Dari rata-rata nilai siswa yang menggunakan Adaptive Test yakni 80, sedangkan rata-rata nilai siswa yang menggunakan Konvensional Test yakni 60.882353.",Teknik Informatika,komputasi
80411100021,Sistem FAQ Konsultasi Dokter Gigi Menggunakan Algoritma Winnowing dan Synonym Replacement,"Kesehatan gigi amat penting bagi manusia, namun tidak semua orang masa kini memiliki waktu untuk pergi ke dokter gigi dalam rangka pencegahan penyakit gigi yang lebih kronis, akibatnya banyak orang mendatangi dokter gigi ketika keadaan giginya sudah rusak parah. Untuk menangani permasalahan ini, sangatlah tidak efisien untuk membangun aplikasi konsultasi konvensional. Mengingat jumlah pasien yang tidak sedikit dan kemungkinan terus bertambah kedepannya. Metode yang digunakan dalam penelitian ini adalah deteksi kemiripan dengan bantuan metode Winnowing dan didukung oleh Synonym Replacement. Dengan penyusunan FAQ dalam penerapannya menjadikan konsultasi akan semakin mudah. Uji coba dilakukan dengan menguji beberapa jenis Synonym Replacement dan diketahui melalui ujicoba Synonym Replacement Versi 4 yang terbaik untuk membantu pendeteksian dengan peningkatan angka deteksi sebesar 40% dibandingkan tanpa Synonym Replacement, serta dengan merubah konstanta algoritma Winnowing dan diketahui pula bahwa konstanta prime = 7, n-gram dan n-window = 3 adalah yang terbaik untuk deteksi kalimat, dengan angka deteksi mencapai 58%.",Teknik Informatika,komputasi
100411100034,SISTEM PENGUKURAN KINERJA UKM DENGAN MENGGUNAKAN METODE BALANCE SCORECARD,"Pada tingkat persaingan global yang sangat kompetitif, setiap UKM memerlukan suatu sistem pengukuran kinerja yang dapat diukur secara periodik dan terarah. Sistem ini digunakan untuk melihat sejauh mana perkembangan dari UKM dan mengukur kinerja UKM yang satu dengan UKM yang lainnya. Dalam metode penilaian kinerja perusahaan umumnya menggunakan financial perspective. Dalam penelitian ini peneliti menggunakan metode Balance Scorecard. Metode ini merupakan pengembangan dari pengukuran kinerja secara tradisional yakni  pengukuran yang hanya di ukur pada perspektif keuangan saja. Metode Balance Scorecard ini, menggunakan empat perspektif, yakni Perspektif Keuangan, Perspektif Pelanggan, Perspektif Proses Bisnis Internal, dan Perspektif Pertumbuhan dan Pembelajaran. Dalam penelitian ini juga menggunakan Analytical Hierarchy Process (AHP) sebagai sistem pendukung keputusan. Metode ini digunakan untuk merepresentasikan suatu permasalahan yang kompleks kedalam struktur multi level hirarki. Dalam penelitian ini perusahaan yang menjadi objek penelitian adalah Usaha Kecil Menengah (UKM) di daerah bangkalan, yaitu UKM Nusa Indah, UKM HMF/HJ.UNYIL, dan UKM Al-Madani. Dari hasil penelitian ini diperoleh tingkat kinerja yang paling dominan adalah UKM Nusa Indah dengan nilai kinerja 3,34 sedangkan tingkat kinerja UKM yang paling lemah adalah UKM Al-Madani dengan nilai kinerja 1,72.Kata kunci : Sistem Pengukuran Kinerja, Usaha Kecil Menengah (UKM), Balance Scorecard, Analytical Hierarchy Process",Teknik Informatika,komputasi
100411100062,RANCANG BANGUN SISTEM UJIAN ONLINE DI SEKOLAH MENENGAH ATAS NEGERI 2 LAMONGAN,"Sistem ujian konvensional yang sering digunakan dalam kegiatan akademik sering kali menemui kendala. Faktor penilaian dan kecurangan merupakan kendala yang paling sering ditemui. Namun seiring dengan berkembangnya teknologi informasi, ujian konvensional bergeser menjadi sistem ujian online. Ujian online merupakan ujian yang dilakukan dengan alat bantu komputer. Tujuan dari pembuatan sistem ujian online ini yaitu dapat memudahkan guru untuk mengoreksi ujian serta mengefisiensi waktu dengan hasil ujian yang objektif. Dengan adanya sistem ujian online ini, maka akan memudahkan guru dalam memberikan soal-soal ujian kepada para siswanya dan menghasilkan nilai secara cepat dan mudah. Penilaian ujian juga dapat dilakukan secara efektif dan efisien karena dapat dilakukan oleh sistem secara otomatis. Selain itu dengan sistem ujian online juga dapat mengurangi biaya penyediaan bahan ujian karena dengan sistem ujian online ini dapat membantu mengurangi penggunaan kertas yang digunakan untuk mencetak soal ujian. Dalam sistem ini ada 3 tingkat pengguna yaitu Administrator, Guru dan Siswa. Ada 3 jenis pertanyaan yaitu Pilihan Ganda, Jawaban Ganda dan Benar/Salah. Pada sistem ini soal akan tampil secara acak, hal ini untuk meminimalisir tingkat kecurangan siswa dalam mengerjakan soal ujian. Dengan adanya sistem ujian online ini dapat membantu proses pengolahan data soal ujian dan data nilai siswa.Kata Kunci : Computer Based Tes , ujian, ujian online.",Teknik Informatika,RPL
100411100042,PENGELOMPOKKAN KECAMATAN BERDASARKAN INDIKATOR PENDIDIKAN MENGGUNAKAN METODE SELF ORGANIZING MAP (SOM) DI KABUPATEN LAMONGAN,"Pemerintah daerah selaku pengelola pendidikan memerlukan informasi mengenai kondisi pendidikan di wilayahnya, untuk membuat perencanaan dan kebijakan yang sesuai mengenai perluasan dan pemerataan pendidikan. Pengetahuan mengenai informasi pemerataan pendidikan diperlukan untuk pengelompokan Kecamatan berdasarkan indikator pemerataan pendidikan. Pengelompokan (clustering) merupakan salah satu metode data mining yang membagi data ke dalam kelompok â_x0080__x0093_ kelompok yang mempunyai objek yang karakteristiknya sama. Salah satu metode clustering adalah Self organizing map (SOM). Pada penelitian ini, akan mengelompokkan kecamatan yang ada di Kabupaten Lamongan menjadi 3 cluster dengan 23 variabel indikator pemerataan pendidikan. Pada uji coba yang telah dilakukan menggunakan 10 iterasi dengan masing-masing learning rate sebesar 0.6, 0.8 dari keseluruhan skenario yang telah dilakukan menghasilkan jumlah anggota cluster dan analisis cluster yang berbeda-beda, hal ini dipengaruhi oleh nilai awal iterasi dengan nilai random.Kata Kunci: clustering, indikator pemerataan pendidikan, Self Organizing Map (SOM).",Teknik Informatika,komputasi
100411100068,RANCANG BANGUN GUI INTRUSION PREVENTION SYSTEM (IPS) SURICATA,"Keamanan  pada  sebuah  jaringan  komputer  merupakan  salah  satu  hal  yang  sangat  penting. Perkembangan  teknologi  memberikan  dampak  terhadap  keamanan  jaringan  komputer  yaitu dengan maraknya penyusupan pada jaringan komputer. Hal ini dapat mengancam terhadap data penting  akibat  dari  ulah  orang  yang  tidak  bertanggung  jawab.  Untuk  menjaga  kerahasiaan keaslian  dan  ketersediaan  data  tersebut,  diperlukan  suatu  sistem  untuk  mendeteksi  adanya penyusupan pada jaringan komputer dan dapat berjalan secara real time.  Intrusion Prevention System (IPS) adalah sebuah sistem yang dapat memonitor jaringan dan dapat memberikan suatu tindakan  tertentu  pada  jaringan  komputer  tersebut.  IPS  merupakan  perkembangan  dari  IDS dimana  pada  IPS  ini  menggunakan  Suricata  sebagai  pendeteksi  penyusup  dan  dikoneksikan dengan  IPTables  sebagai  pencegah  penyusupan.  IPS  ini  dilengkapi  dengan  tampilan  (GUI) untuk memudahkan admin dalam memantau jaringan dari tindakan penyusupan kepada server. Suricata membuat alert ketika terdeteksi adanya penyusupan pada jaringan dan disimpan pada file  log  Suricata.  Pada  saat  yang  sama  WebAdmin  menampilkan  dialog  alert  disertai  dengan bunyi  alarm  dan  memerintahkan  IPTables  untuk  memblokir  alamat  IP  yang  teridentifikasi sebagai penyusup, sehingga akses penyerang terhadap server terputus. Berdasarkan percobaan yang telah dilakukan sebanyak 50 kali, Suricata dan IPTables dapat bekerja secara optimal dan mampu mendeteksi serangan.",Teknik Informatika,RPL
100411100085,EDI (ELECTRONIC DATA INTERCHANGE) PADA PORTAL UKM MENGGUNAKAN METODE REST (REPRESENTATIONAL STATE TRANSFER),"Data elektronik merupakan salah satu jenis data yang saat ini paling populer, karena semua orang mampu mengaksesnya dengan jaringan internet. Apabila data elektronik dan pertukarannya ini dimanfaatkan dengan baik maka akan berdampak positif pula bagi yang memanfaatkannya. Pertukaran Data Elektronik (Electronic Data Interchange (EDI)) tersebut, sangatlah cocok untuk diterapkan pada UKM (Usaha Kecil Menengah) yang perlu mempromosikan dan mencatat seluruh data produknya, yang pastinya untuk meningkatkan kualitas dan popularitas usahanya tersebut.REST (Representational State Transfer) merupakan salah satu metode yang paling sesuai untuk menerapkan Electronic Data Interchange (EDI) yang memiliki tugas utama, nantinya mampu melakukan pertukaran data dari berbagai server di setiap media promosi pemilik UKM (Usaha Kecil Menengah).Pada akhirnya, penelitian ini menghasilkan media promosi online yang semua Usaha Kecil Menengah (UKM) bisa memanfaatkannya sebagai tempat promosi produk mereka. Sehingga, dengan Media Promosi ini nanti, Usaha Kecil Menengah mampu berkembang dan bersaing dengan Usaha Maju yang sebelumnya sudah mempromosikan produknya pada media promosi online.",Teknik Informatika,komputasi
120411200118,APLIKASI PEMBELAJARAN TOEFL BERBASIS ANDROID MOBILE LEARNING ,"E-learning merupakan suatu sistem belajar mengajar dengan metode baru yaitu menyampaikan materi pembelajaran dan kegiatan belajar yang berlangsung di dalam suatu sistem yang terhubung dengan internet. Kegiatan belajar mengajar hampir sama dengan sekolah, yaitu, mempelajari materi, latihan soal dan ujian akhir atau disebut juga dengan post test. Pembuatan skripsi ini bertujuan untuk merancang dan membangun sebuah aplikasi simulasi TOEFL berbasis Android dengan menggunakan Eclipse dan SQLite sebagai database. TOEFL (Test of English as a Foreign Language) memiliki 3 bagian jenis soal, Listening, Structure & Reading. Untuk saat ini, kebanyakan TOEFL dilakukan dengan manual, yaitu dengan pengerjaan dengan kertas dan membutuhkan waktu beberapa hari agar bisa mengetahui hasil tes tersebut. Dalam artikel ini, didapatkan suatu sistem yang adaptif yang mampu menganalisis kelemahan user dan memberikan soal yang menjadi kelemahan. Pada sistem ini ada 2 macam tes, Pretest dan posttest. Pretest merupakan suatu latihan TOEFL. Sedangkan Posttest merupakan TOEFL yang sesungguhnya. Pada pretest (latihan), sistem bisa menganalisis kelemahan seorang user berdasarkan nilai tes yang telah didapat dari tiap section. Pengguna juga bisa memonitor nilai yang didapatkan pada saat pretest. Aplikasi ini diharapkan mampu memberikan kemudahan pengguna dalam melakukan latihan tes TOEFL di mana pun dan kapan pun.Kata Kunci : Eclipse, SQLite, Android, Tes TOEFL.",Teknik Informatika,RPL
100411100009,Perancangan aplikasi pembakaran kalori(burn calory) berbasis android ,"Olahraga merupakan salah satu aktivitas fisik yang dapat menyehatkan tubuh seseorang, olahraga memberikan banyak sekali keuntungan bagi tubuh, tidak hanya bagi tubuh yang sehat bahkan bagi mereka yang mengidap sebuah penyakit. Banyak sekali faktor yang membuat seseorang malas berolahraga, alasannnya bermacam-macam dikarenakan berpikir akan lelah setelah melakukannya tetapi paling umum adalah tidak punya banyak waktu untuk berolahraga. Membakar kalori itu haruslah berolahraga, namun bagaimana membakar kalori tanpa berolahraga, beberapa aktivitas yang dilakukan sehari-hari atau melakukan hobi dapat menjadi alternatif untuk membakar kalori, banyak diantara kita yang tidak sadar bahwasanya melakukan aktifitas sehari-hari dapat membakar kalori. Aplikasi ini dibangun pada platform Android dengan menggunakan bahasa pemrograman java dan sebagai media penyimpannya menggunakan SQlite. Pada aplikasi Burn Calory terdapat sebuah rumus untuk menghitung pembakaran kalori. Mets adalah pendekatan pengukuran untuk menentukan tingkat aktivitas fisik. Dari penelitian ini dapat diperoleh kesimpulan bahwa rumus untuk menghitung pembakaran kalori dapat diterapkan pada aplikasi Burn Calory. Kata Kunci: Burn Calory, android, smartphone, Mets",Teknik Informatika,RPL
100411100008,Informasi Pesan Dan Alarm Pendeteksi Kecepatan Kepada Pengendara Menggunakan Sistem Inferensi Fuzzy Sugeno Untuk Mengurangi Kecelakaan Lalu Lintas,"Seiring dengan perkembangan otomotif, fasilitas jalan dan infrastuktur seperti jalan tol, jembatan layang dan lain-lain, ternyata semakin tinggi pula presentase kecelakaan setiap tahunnya, hal itu disebab kurangnya kewaspadaan dalam berkendara, seperti mengantuk, pelanggaran lalu lintas, mengkonsumsi alkohol dan sebagainya. Kecelakan-kecelakaan yang terjadi tidak hanya merugikan pengendara bahkan membahayakan para pengguna jalan lainnya. Pada penelitian ini, aplikasi warning speed dibangun dengan menggunakan bahasa pemrograman Java.  Sedangkan media implementasi yang dipilih adalah smartphone yang berbasis Android. Pada aplikasi warning speed ini mengimplementasikan sistem inferensi fuzzy (SIF) sebagai kecerdasan buatan (Artificial Intelligence/AI) untuk memetakan suatu ruang input kedalam suatu ruang output. Fuzzy  logic  memiliki  fungsi  keanggotaan  (Membership Function) yang mempresentasikan masalah dan menghasilkan keputusan yang  akurat. Dari penelitian ini diperoleh kesimpulan bahwa sistem inferensi fuzzy dapat diterapkan pada aplikasi warning speed. Dengan menggunakan sistem inferensi fuzzy ini dapat menentukan output peringatan berupa alarm dan pesan.Kata Kunci: android, sistem inferensi fuzzy, smartphone, AI (Artificial Intelligence).",Teknik Informatika,komputasi
100411100103,Rancang Bangun Aplikasi Pelacak Perjalanan (Travel Tracker) Pada Smartphone Berbasis Android,"Global Positioning System (GPS) merupakan sistem navigasi satelit yang sedang populer dan berkembang pesat pada saat ini. Pemanfaatannya sudah banyak diterapkan diberbagai bidang, salah satunya pemafaatan di bidang. Pada masa sekarang kebanyakan orang menganggap traveling merupakan sebuah hobi untuk membuka wawasan dan memperluas pengetahuan dalam mengunjungi tempat baru. Banyak pula yang menganggap traveling merupakan sesuatu aktifitas yang banyak mengeluarkan biaya, menimbulkan ketakutan karena tidak tahunya arah tujuan yang akan dijangkau dan bingung menentukan arah balik dari perjalanannya. Ada banyak cara menjadikan aktifitas traveling lebih efisien dan menyenangkan, salah satunya memanfaatkan teknologi GPS pada smartphone. Implementasi teknologi GPS berupa aplikasi banyak dikembangkan hampir disemua platform, salah satunya di platform android. Travel Tracker merupakan aplikasi pelacak perjalanan yang dapat merekam dan menampilkan rute/jalur perjalanan dalam bentuk peta (Google Map) sebagai monitoring arah balik dari peralanan yang sudah ditempuh. Perekaman rute/jalur perjalanan tersebut menyimpan data-data lokasi berupa rentetan titik latitude dan longitude dalam database. Aplikasi ini dibangun dengan pemograman java android menggunakan software ADT Bundle yang didalamnya terdapat eclipse. Aplikasi ini dikhususkan untuk perjalanan yang bersifat outdoor seperti traveling dan backpacking.Kata Kunci: GPS, Android, Traveling, eclipse.",Teknik Informatika,RPL
90411100045,ANALISA EKSPEKTASI STAKEHOLDER PROJECT COMMUNICATION MANAGEMENT MENGGUNAKAN FUZZY MULTI CRITERIA DECISION MAKING,"Manajemen proyek merupakan upaya untuk merencanakan, mengatur dan melaksanakan proyek secara optimal untuk mencapai sasaran yang ditentukan. Pelaksanaan proyek yang sesuai dengan standar prosedur akan menghasilkan hasil yang optimal. Berdasarkan hal tersebut, Untuk memenuhi standar proyek, penelitian ini mengimplementasikan framework standar manajemen proyek berdasarkan Project Management Body Of Knowledge(PMBOK) yang difokuskan pada domain Project Communication Management. Penelitian ini ditujukan untuk mengintegrasikan domain PMBOK sehingga mampu menganalisa ekspektasi stakeholder dengan menggunakan Fuzzy Multi Criteria Decision Makaing (FMCDM). Uji coba sistem dilakukan menggunakan data proyek implementasi SAP PT. Semen Gresik Tbk. Dari penelitian ini berhasil membangun sistem informasi sesuai dengan fungsional project management di dalam PMBOK dengan tingkat kesesuaian sebesar 72%, sedangkan berdasarkan pengujian oleh user SAP PT. Semen Gresik Tbk, diperoleh tingkat kesesuaian penggunaan sebesar 68%. Sesuai framework project manager PMBOK 4 ditentukan bahwa kriteria yang mempengaruhi kualitas project sesuai dengan ekspektasi stakeholder adalah cost, time, scope, dan quality. Melalui peringkatan bobot di dalam FMCDM dapat ditentukan penentuan kualifikasi sebuah proyek, dimana kesesuaian hasil analisa dengan penilaian real berbanding dengan menurut penilaian nyata di lapangan, didapatkan kesesuaian menurut analisa 93.75%.",Teknik Informatika,komputasi
90411100017,SISTEM REKOMENDASI BUKU ONLINE DENGAN METODE COLLABORATIVE FILTERING,"Buku merupakan sumber informasi semua aspek kehidupan khususnya pendidikan. Namun rendahnya minat baca dikalangan masyarakat menjadi persoalan penting di dunia pendidikan saat ini. Sistem rekomendasi dapat membantu merekomendasikan para pembaca agar lebih mudah mendapatkan informasi mengenai buku yang akan dibaca. Oleh karena itu, pada penelitian ini dibuat sistem rekomendasi buku online menggunakan metode Collaborative Filtering. Collaborative Filtering adalah salah satu metode yang dapat digunakan dalam membuat sistem rekomendasi. Hasil dari penelitian ini menunjukkan bahwa rata-rata nilai MAE (Mean Absolute Error) pada uji coba 1 (1,064) lebih kecil daripada uji coba 2 (1,21), uji coba 4 (2,474) dan ujicoba 5 (3,526). Hal ini menunjukkan bahwa semakin banyak jumlah data yang digunakan dan jika terdapat user yang belum pernah merating, maka sistem yang dihasilkan relatif tidak akurat dan menghasilkan rekomendasi yang buruk jika menggunakan Collaborative Filtering.Kata Kunci : Sistem Rekomendasi, Collaborative Filtering, Buku Online",Teknik Informatika,komputasi
90411100015,SISTEM REKOMENDASI PEMBELAJARAN PADA E-LEARNING MENGGUNAKAN ALGORITMA CT-PRO,"Perkembangan teknologi informasi dalam dunia pendidikan khususnya penggunaan e-learning di lembaga pendidikan berkembang cukup pesat. SMAN 2 Pamekasan adalah contoh sekolah yang menggunakan e-learning. Namun, sampai saat ini penggunaan e-learning hanya digunakan untuk melakukan ujian online, pemberian nilai oleh guru dan mengakses materi pelajaran. Oleh karenanya, dalam penelitian ini telah menggunakan data-data yang ada untuk membantu para pengajar dalam mengukur perkembangan dan membantu siswa dalam mengerjakan soal yang dianggap sulit. Mata pelajaran yang digunakan dalam e-learning ini adalah Kimia. Dengan aplikasi ini akan membantu siswa dalam mengerjakan soal dan membantu guru dalam melihat perkembangan siswa. Algoritma yang digunakan dalam aplikasi ini adalah ct-pro, yaitu algoritma dalam association rules untuk mencari hubungan kombinasi dari setiap data.  Data yang digunakan adalah jawaban salah dari 150 siswa. Soal terdiri dari 400 nomor dari 20 materi yang ada. Dalam penelitian ini, data dipecah menjadi 6, yaitu data dari 5 siswa,30, 60, 90, 120, dan 150 siswa. Hasil penelitian dari pembagian data tersebut, diketahui bahwa semakin banyak data, maka kombinasi itemset yang terbentuk juga akan semakin banyak, dan waktu proses juga akan semakin lama. Namun, semakin besar minimum support yang diinputkan, maka kombinasi yang terbentuk akan semakin sedikit",Teknik Informatika,komputasi
100411100058,KLASIFIKASI PENERIMA BEASISWA GAKIN MENGGUNAKAN ALGORITMA C4.5,"Selama ini untuk menentukan penerima beasiswa hingga tahap ke tujuh masih dilakukan dengan cara manual oleh Dinas Pendidikan Kabupaten Lamongan.Pemberian beasiswa diperuntukkan untuk mahasiswa yang secara ekonomi kurang mampu untuk membayar biaya studi di perguruan tinggi. Banyaknya kriteria yang digunakan untuk penentuan pemberian beasiswa mengakibatkan sulitnya membuat keputusan pemberian beasiswa. Selain itu waktu yang dibutuhkan juga lama. Tujuan penelitian ini adalah membuat klasifikasi penerima beasiswa dengan menggunakan algoritma C4.5 salah satu metode decision tree.Dengan adanya sistem ini dapat mempermudah dan mempercepat penentuan calon penerima beasiswa. Data yang digunakan 460 data dan untuk setiap atribut dihitung menggunakan rumus gain ratio untuk menghasilkan pohon dan rule keputusan. Dari uji coba yang telah dilakukan,untuk skenario uji coba 1 menghasilkan akurasi sebesar 83,97% tanpa pruning, 84,73 % menggunakan prepruning, dan 85,5% untuk post pruning. Sedangkan skenario uji coba 2 menghasilkan 91,24% tanpa pruning, 93,55% menggunakan prepruning dan 93,90 % untuk postpruning. Untuk skenario uji coba 3 menghasilkan akurasi sebanyak 83,71% tanpa pruning, sedangkan 89,9% untuk prepruning. Dari skenario uji coba yang dilakukan nilai akurasi yang dihasilkan setelah dilakukan pruning lebih baik dari pada tanpa pruning. Proses kalsifikasi menggunakan skenario 2 teknik prepruning digunakan sebagai acuan klasifikasi pendaftar baru, karena memiliki akurasi tertinggi sebesar 93,55%.",Teknik Informatika,komputasi
100411100101,RANCANG BANGUN GAME ALENA ( AJHER NOLES KANAK) UNTUK PEMBELAJARAN BACA TULIS BERBASIS MOBILE ANDROID DENGAN FITUR DINAMIS LEVEL,"Anak-anak merupakan penerus bangsa yang harus mendapat pendidikan yang baik sehingga menjadi generasi yang membanggakan karena kemampuan dan segudang prestasi yang diraih. Untuk mencapai itu semua sangat tidaklah mudah, anak-anak harus mendapatkan pembelajaran sedini mungkin. Dengan memanfaatkan teknologi mobile dan ditambah pembelajaran interaktif didalamnya akan sangat menarik minat kepada anak-anak untuk menggunakanya sehingga dapat membangun kemandirian anak untuk belajar. Pembelajaran yang interakif bisa dilakukan dengan pembelajaran berbasis game sehingga anak-anak merasa terhibur dan sekaligus memberikan pengetahuan baru kepada anak-anak. Melihat perkembangan game pada teknologi mobile maka penelitian ini mengangkat judul tentang Rancang Bangun Game Alena ( Ajher Noles Kanak) Untuk pembelajaran baca tulis berbasis mobile Android. Game Alena merupakan game edukasi pembelajaran menulis huruf latin yang disisipkan konten-konten bahasa lokal (Madura) dan mempunyai beberapa fitur seperti fitur pelatihan, ujian dan dinamis level. Game Alena dapat membantu pemahaman cara penulisan alfabet bagi anak-anak yang baru belajar menulis alfabet dan dapat dapat menguji kemampuan anak-anak dalam menulis alfabet.",Teknik Informatika,komputasi
90411100114,Rancang Bangun ERP (Enterprise Resource Planning) Pada Modul Financial Accounting Menggunakan Zachman Framework,"Dalam rancang bangun Enterprise Resource Planning (ERP), dibutuhkan perencanaan terorganisir, dikarenakan ERP ditujukan untuk mengintegrasikan seluruh proses yang ada dalam berbagai domain fungsional perusahaan, antar departemen, maupun antar lokasi yang berbeda. Penelitian ini bertujuan merancang sebuah desain aplikasi untuk mendapatkan blueprint aplikasi ERP pada modul Financial Accounting (FA). Zachman Framework (ZF)  merupakan salah satu kerangka kerja yang dapat  memetakan artifak arsitektur informasi di sebuah organisasi. Dalam penerapanya, ZF mampu mendeskripsikan level prespektif arsitektur IT (Planner, Owner, Designer, Builder, Implementer, Participant) sesuai abstraksi objek (What, How, Where, Who, When, Why). Untuk standarisasi artifak arsitektur informasi digunakan pendekatan standart pemodelan UML 2.0, sehingga mampu meningkatkan deskripsi ZF menjadi standart Model Driven Architecture. Untuk pengujian hasil desain perancangan telah dikembangkan perangkat lunak ERP FA yang menerapkan Model Driven Design yang mampu mengkonversi artifak model menjadi aplikasi yang berkualitas. Dimana dari hasil penilaian Stakeholder dari pengujian sistem di PT. IGLAS, didapatkan tingkat kepuasan rata-rata 86,33. Sedangkan untuk penilaian availability sistem secara kuantitatif dengan dibandingkan Openerp 7.0 sistem yang dikembangkan jauh lebih kompleks dengan ketersediaan fitur 91,17% berbanding dengan Openerp 7.0 yang hanya memiliki keterbatasan fitur 74,4%.",Teknik Informatika,RPL
90411100104,RANCANG BANGUN ENTERPRISE ASSET MANAGEMENT MENGGUNAKAN ZACHMAN FRAMEWORK,"Enterprise Asset Management (EAM) merupakan suatu bagian dari Enterprise Resource Planning yang terkait dengan pengelolaan asset tetap perusahaan. Dalam penelitian kali ini bertujuan untuk merancang sebuah desain aplikasi untuk mendapatkan blueprint aplikasi pada modul  fixed asset management yakni modul yang terkait dengan pengelolaan asset tetap perusahaan. Salah satu metode arsitektur IT yang dapat digunakan untuk menentukan kerangka kerja dari blueprint tersebut yakni menggunakan metode Zachman Framework (ZF).  ZF merupakan salah satu kerangka kerja yang dapat memetakan artifak arsitektur informasi yang paling banyak diadaptasi dan digunakan para arsitek data enterprise. Dalam penerapanya, Zachman Framework mampu mendeskripsikan level prespektif arsitektur IT yang terdiri dari Planner, Owner, Designer, Builder, Implementer dan  Participant. Sedangkan dari sisi abstraksi objek ditentukan What, How, Where, Who, When, Why untuk memperjelas keenam perspektif tersebut. Untuk standarisasi artifak arsitektur informasi digunakan pendekatan standart pemodelan UML 2.0, sehingga mampu meningkatkan deskripsi Zachman Framework menjadi standart Model Driven Architecture yang berkualitas. Dimana dari hasil penilaian Stakeholder dari pengujian sistem di PT. IGLAS, didapatkan tingkat kepuasan rata-rata 87,43. Sedangkan untuk penilaian availability sistem secara kuantitatif yang dibandingkan dengan SunfishERP, salah satu ERP system dengan modul fixed asset diperoleh ketersediaan fitur dengan prosentase sebesar 75% pada EAM dan 56,25% fitur pada sunfishERP. ",Teknik Informatika,RPL
90411100027,Sistem Pendukung Keputusan Penentuan Biaya Uang Kuliah Tunggal (UKT) dengan Metode ID3 ,"Sistem Uang Kuliah Tunggal (UKT) merupakan suatu upaya untuk mewujudkan biaya kuliah yang murah di perguruan tinggi seluruh negeri. Dengan sistem ini, mahasiswa sudah tidak akan dikenakan biaya gedung, praktikum, atau biaya tambahan lainnya. Ini berbeda dengan yang terjadi di tahun-tahun sebelumnya. Besaran UKT ditentukan dengan menghitung unit cost mahasiswa dalam satu semester. Analisis unit cost memberi dasar formula untuk menghitung biaya pendidikan seorang mahasiswa selama mengikuti studi yang mencakup biaya langsung (biaya tenaga kerja langsung (gaji dosen); bahan habis pakai pembelajaran; sarana dan prasarana pembelajaran langsung) dan biaya tidak langsung (biaya SDM manajerial dan non dosen, sarana dan prasarana non pembelajaran; pemeliharaan; serta kegiatan pengembangan institusi (penelitian, kemahasiswaan, dan pengembangan program)Besaran Unit Cost tersebut kemudian digabungkan dengan subsidi pemerintah, sumbangan masyarakat, serta pendapatan lain-lain lembaga. Untuk menghitung besaran UKT tiap mahasiswa baru tersebut menggunakan decision tree yaitu dengan algoritma ID3 dengan menghitung kriteria-kriteria yang telah di tentukan yaitu besar gaji orang tua, jumlah tanggungan keluarga dan daya listrik. Dipilihnya kriteria-kriteria tersebut agar pemberian UKT pada mahasiswa baru lebih tepat sasaran.",Teknik Informatika,komputasi
90411100028,Perancangan media pengenalan huruf mengunakan konsep phonics games berbasis Microsoft Speech API,"Speech Application Programming Interface (SAPI) merupakan program pengenal suara yang dikembangkan oleh Microsoft. Speech Application ProgrammingInterface (SAPI) sendiri mempunyai dua tipe dasar yaitu sistem teks ke suara (Text to Speech) dan juga pengenalan suara ke teks (Speech Recognition). 	Pada tugas akhir yang dibuat ini mengunakan 130 data gambar serta 130 data suara yang sebelumnya telah diformat sesuai kebutuhan yaitu GIF untuk data gambar dan WAV untuk data suara. Pengenalan dalam aplikasi game ini dibagi menjadi dua level,level pertama pengenalan huruf dengan  mengucapkan sebuah huruf dengan output berupa gambar dan suara dari gambar tersebut. Level kedua anak/user menebak gambar yang telah muncul pada layar. Jika tebakan benar akan muncul teks dengan nama gambar tersebut dan jika salah akan ada teks â_x0080__x009c_jawaban salahâ_x0080__x009d_.	 Aplikasi ini ditujukan untuk kebutuhan pendidikan anak khususnya usia 5-15 tahun yang sudah mempunyai sedikit kefasihan dalam mengucapkan suara dalam bahasa inggris.",Teknik Informatika,komputasi
